ID,Name,Link
42504,Lester the Unlikely,https://www.igdb.com/games/lester-the-unlikely
42505,Kyle Petty's No Fear Racing,https://www.igdb.com/games/kyle-pettys-no-fear-racing
42506,King Arthur's World,https://www.igdb.com/games/king-arthurs-world
42507,Ken Griffey Jr.'s Winning Run,https://www.igdb.com/games/ken-griffey-jr-dot-s-winning-run
42508,Kawasaki Caribbean Challenge,https://www.igdb.com/games/kawasaki-caribbean-challenge
42509,Jimmy Houston's Bass Tournament U.S.A.,https://www.igdb.com/games/jimmy-houstons-bass-tournament-usa
42510,Jim Lee's Wild C.A.T.S: Covert Action Teams,https://www.igdb.com/games/jim-lees-wild-c-dot-a-t-dot-s-covert-action-teams
42511,The Jetsons: Invasion of the Planet Pirates,https://www.igdb.com/games/the-jetsons-invasion-of-the-planet-pirates
42521,Super Metroid: Redesign,https://www.igdb.com/games/super-metroid-redesign
42523,The Legend of Zelda: Parallel Worlds,https://www.igdb.com/games/the-legend-of-zelda-parallel-worlds
42524,Super Metroid: Phazon,https://www.igdb.com/games/super-metroid-phazon
42525,Super Mario World: Return to Dinosaur Land,https://www.igdb.com/games/super-mario-world-return-to-dinosaur-land
42535,Blazing Skies,https://www.igdb.com/games/blazing-skies
42540,Tony Meola's Sidekicks Soccer,https://www.igdb.com/games/tony-meolas-sidekicks-soccer
42551,Football Fury,https://www.igdb.com/games/football-fury
42553,Firestriker,https://www.igdb.com/games/firestriker
42556,Metal Morph,https://www.igdb.com/games/metal-morph
42557,F1 Pole Position 2,https://www.igdb.com/games/f1-pole-position-2
42558,Extra Innings,https://www.igdb.com/games/extra-innings
42559,Emmitt Smith Football,https://www.igdb.com/games/emmitt-smith-football
42565,Corn Buster,https://www.igdb.com/games/corn-buster
42570,Family Dog,https://www.igdb.com/games/family-dog
42575,Super Off Road: The Baja,https://www.igdb.com/games/super-off-road-the-baja
42576,X-Men: Mutant Apocalypse,https://www.igdb.com/games/x-men-mutant-apocalypse
42577,Wings 2: Aces High,https://www.igdb.com/games/wings-2-aces-high
42579,Ultraman: Towards the Future,https://www.igdb.com/games/ultraman-towards-the-future
42580,Todd McFarlane's Spawn: The Video Game,https://www.igdb.com/games/todd-mcfarlanes-spawn-the-video-game
42582,Snow White in Happily Ever After,https://www.igdb.com/games/snow-white-in-happily-ever-after
42585,Looney Tunes B-Ball,https://www.igdb.com/games/looney-tunes-b-ball
42587,Hungry Dinosaurs,https://www.igdb.com/games/hungry-dinosaurs
42589,Hammerlock Wrestling,https://www.igdb.com/games/hammerlock-wrestling
42591,GP-1 Part II,https://www.igdb.com/games/gp-1-part-ii
42594,Full Throttle Racing,https://www.igdb.com/games/full-throttle-racing
42596,Brunswick World: Tournament of Champions,https://www.igdb.com/games/brunswick-world-tournament-of-champions
42597,Capcom's MVP Football,https://www.igdb.com/games/capcoms-mvp-football
42598,Capcom's Soccer Shootout,https://www.igdb.com/games/capcoms-soccer-shootout
42600,Cannondale Cup,https://www.igdb.com/games/cannondale-cup
42601,Super Baseball Simulator 1.000,https://www.igdb.com/games/super-baseball-simulator-1-dot-000
42602,Dr. Mario World House Calls,https://www.igdb.com/games/dr-mario-world-house-calls
42613,Eek! The Cat,https://www.igdb.com/games/eek-the-cat
42615,Cyber Spin,https://www.igdb.com/games/cyber-spin
42616,ClayFighter: Tournament Edition,https://www.igdb.com/games/clayfighter-tournament-edition
42618,Kevin Keegan's Player Manager,https://www.igdb.com/games/kevin-keegans-player-manager
42619,Hanna Barbera's Turbo Toons,https://www.igdb.com/games/hanna-barberas-turbo-toons
42620,Frantic Flea,https://www.igdb.com/games/frantic-flea
42622,Dirt Trax FX,https://www.igdb.com/games/dirt-trax-fx
42623,Claymates,https://www.igdb.com/games/claymates
42624,Bronkie the Bronchiasaurus,https://www.igdb.com/games/bronkie-the-bronchiasaurus
42626,Bebe's Kids,https://www.igdb.com/games/bebes-kids
42627,Bazooka Blitzkrieg,https://www.igdb.com/games/bazooka-blitzkrieg
42631,Al Unser Jr.'s Road to the Top,https://www.igdb.com/games/al-unser-jr-dot-s-road-to-the-top
42632,Carrier Aces,https://www.igdb.com/games/carrier-aces
42633,Brett Hull Hockey,https://www.igdb.com/games/brett-hull-hockey
42637,Archer Maclean's Super Dropzone,https://www.igdb.com/games/archer-macleans-super-dropzone
42640,Big Sky Trooper,https://www.igdb.com/games/big-sky-trooper
42647,X-Zone,https://www.igdb.com/games/x-zone
42648,Rocky Rodent,https://www.igdb.com/games/rocky-rodent
42649,Robotrek,https://www.igdb.com/games/robotrek
42650,Rise of the Phoenix,https://www.igdb.com/games/rise-of-the-phoenix
42651,Rex Ronan: Experimental Surgeon,https://www.igdb.com/games/rex-ronan-experimental-surgeon
42654,Ninja Warriors,https://www.igdb.com/games/ninja-warriors
42655,NHL Stanley Cup,https://www.igdb.com/games/nhl-stanley-cup
42656,Marvel Super Heroes in War of the Gems,https://www.igdb.com/games/marvel-super-heroes-in-war-of-the-gems
42658,Super Dany,https://www.igdb.com/games/super-dany
42659,Mr. Bloopy Saves the World,https://www.igdb.com/games/mr-bloopy-saves-the-world
42660,Ka-Blooey,https://www.igdb.com/games/ka-blooey
42663,90 Minutes European Prime Goal,https://www.igdb.com/games/90-minutes-european-prime-goal
42664,SkulJagger: Revolt of the Westicans,https://www.igdb.com/games/skuljagger-revolt-of-the-westicans
42731,D-Force,https://www.igdb.com/games/d-force
42732,Dirt Racer,https://www.igdb.com/games/dirt-racer
42735,Battle Clash,https://www.igdb.com/games/battle-clash
42737,Air Cavalry,https://www.igdb.com/games/air-cavalry
44401,Nomark Baku Haitou: Shijou Saikyou no Jakushi Tatsu,https://www.igdb.com/games/nomark-baku-haitou-shijou-saikyou-no-jakushi-tatsu
44444,Super Road Blaster,https://www.igdb.com/games/super-road-blaster
44452,The Irem Skins Game,https://www.igdb.com/games/the-irem-skins-game
44453,International Tennis Tour,https://www.igdb.com/games/international-tennis-tour
44454,Incantation,https://www.igdb.com/games/incantation
44455,Super Alfred Chicken,https://www.igdb.com/games/super-alfred-chicken
44457,Realm,https://www.igdb.com/games/realm
44458,Rap Jam: Volume One,https://www.igdb.com/games/rap-jam-volume-one
44460,Tecmo Secret of the Stars,https://www.igdb.com/games/tecmo-secret-of-the-stars
44461,Metal Combat: Falcon's Revenge,https://www.igdb.com/games/metal-combat-falcons-revenge
44464,RoboCop Versus the Terminator,https://www.igdb.com/games/robocop-versus-the-terminator--1
46002,Bill Laimbeer's Combat Basketball,https://www.igdb.com/games/bill-laimbeers-combat-basketball
46005,Virtual Soccer,https://www.igdb.com/games/virtual-soccer
46007,Top Gear 3000,https://www.igdb.com/games/top-gear-3000
46250,Wolverine: Adamantium Rage,https://www.igdb.com/games/wolverine-adamantium-rage
46587,Pieces,https://www.igdb.com/games/pieces
46662,Thunder Spirits,https://www.igdb.com/games/thunder-spirits
46678,Time Trax,https://www.igdb.com/games/time-trax--1
48986,Beethoven: The Ultimate Canine Caper!,https://www.igdb.com/games/beethoven-the-ultimate-canine-caper
59872,The Flintstones,https://www.igdb.com/games/the-flintstones--4
60204,Exertainment Mountain Bike Rally / Speed Racer,https://www.igdb.com/games/exertainment-mountain-bike-rally-slash-speed-racer
61180,Wakataka Oozumou: Yume no Kyoudai Taiketsu,https://www.igdb.com/games/wakataka-oozumou-yume-no-kyoudai-taiketsu
61220,Justice Beaver: The Great Timber Tantrum,https://www.igdb.com/games/justice-beaver-the-great-timber-tantrum
62503,AstroHawk,https://www.igdb.com/games/astrohawk
64743,NFL Football,https://www.igdb.com/games/nfl-football
65775,Dream: Land of Giants,https://www.igdb.com/games/dream-land-of-giants
66232,Socks the Cat Rocks the Hill,https://www.igdb.com/games/socks-the-cat-rocks-the-hill
73298,ClayFighter 2: Judgment Clay,https://www.igdb.com/games/clayfighter-2-judgment-clay
73340,Atmosfear: The Third Dimension,https://www.igdb.com/games/atmosfear-the-third-dimension
76204,Mega Man X3: Zero Project,https://www.igdb.com/games/mega-man-x3-zero-project
76904,Super Morph,https://www.igdb.com/games/super-morph
77378,Super Mario All-Stars + Super Mario World,https://www.igdb.com/games/super-mario-all-stars-plus-super-mario-world
77429,Joe & Mac: Ultimate Caveman Collection,https://www.igdb.com/games/joe-and-mac-ultimate-caveman-collection
77430,Jaleco Brawler's Pack,https://www.igdb.com/games/jaleco-brawlers-pack
77431,Data East Classic Collection,https://www.igdb.com/games/data-east-classic-collection
78677,Disney's Bonkers,https://www.igdb.com/games/disneys-bonkers
79511,Super 4 in 1 Multicart,https://www.igdb.com/games/super-4-in-1-multicart
81436,Vortex,https://www.igdb.com/games/vortex--1
81467,J.R.R. Tolkien's Lord of the Rings: Volume One,https://www.igdb.com/games/jrr-tolkiens-lord-of-the-rings-volume-one
85808,Nintendo PowerFest '94,https://www.igdb.com/games/nintendo-powerfest-94
93573,Dream TV,https://www.igdb.com/games/dream-tv
94561,Super Slap Shot,https://www.igdb.com/games/super-slap-shot
97887,16bit-Collection Data East Vol. 03,https://www.igdb.com/games/16bit-collection-data-east-vol-03
100180,Equinox,https://www.igdb.com/games/equinox--1
101155,Fork Parker's Crunch Out,https://www.igdb.com/games/fork-parkers-crunch-out
104677,Tin Star,https://www.igdb.com/games/tin-star--1
121242,Batman Returns,https://www.igdb.com/games/batman-returns--3
123248,Tom & Jerry 2,https://www.igdb.com/games/tom-and-jerry-2
124489,Invictus,https://www.igdb.com/games/invictus
130007,New Super Mario World 1: The Twelve Magic Orbs,https://www.igdb.com/games/new-super-mario-world-1-the-twelve-magic-orbs
130032,Mario is Missing! Done Right,https://www.igdb.com/games/mario-is-missing-done-right
130090,Super Luigi Land,https://www.igdb.com/games/super-luigi-land
131860,Mario's Amazing Adventure Revitalized,https://www.igdb.com/games/marios-amazing-adventure-revitalized
131895,Super Mario World: Piranha Island,https://www.igdb.com/games/super-mario-world-piranha-island
132654,Kaizo Mario World,https://www.igdb.com/games/kaizo-mario-world
132716,Kaizo Mario World 2,https://www.igdb.com/games/kaizo-mario-world-2
132721,Kaizo Mario World 3,https://www.igdb.com/games/kaizo-mario-world-3
132854,Dr. Mario World Redrawn,https://www.igdb.com/games/dr-mario-world-redrawn
132855,Banzai Mario World,https://www.igdb.com/games/banzai-mario-world
132856,Mario & Luigi: Kola Kingdom Quest,https://www.igdb.com/games/mario-and-luigi-kola-kingdom-quest
132857,Super Dram World,https://www.igdb.com/games/super-dram-world
132858,Super Dram World 2,https://www.igdb.com/games/super-dram-world-2
132862,Brutal Mario,https://www.igdb.com/games/brutal-mario
134086,Hyper Metroid,https://www.igdb.com/games/hyper-metroid
134280,Yo-Yo Shuriken,https://www.igdb.com/games/yo-yo-shuriken
134284,MazezaM Challenge,https://www.igdb.com/games/mazezam-challenge
134285,Skipp and Friends: Unexpected Journey,https://www.igdb.com/games/skipp-and-friends-unexpected-journey
134304,RockFall,https://www.igdb.com/games/rockfall
134306,Classic Kong,https://www.igdb.com/games/classic-kong--1
134332,Super Thor Quest,https://www.igdb.com/games/super-thor-quest
134358,Jet Pilot Rising,https://www.igdb.com/games/jet-pilot-rising
134359,Bio Worm,https://www.igdb.com/games/bio-worm
134360,Hilda,https://www.igdb.com/games/hilda
134472,16-Bit Xmas 2011,https://www.igdb.com/games/16-bit-xmas-2011
134749,SMW2+2,https://www.igdb.com/games/smw2-plus-2
134750,SMW2+,https://www.igdb.com/games/smw2-plus
135545,Learn 2 Kaizo,https://www.igdb.com/games/learn-2-kaizo
136061,R-Type III & Super R-Type Collector's Edition,https://www.igdb.com/games/r-type-iii-and-super-r-type-collectors-edition
137268,Thomas the Tank Engine & Friends,https://www.igdb.com/games/thomas-the-tank-engine-and-friends--2
138218,Grand Poo World,https://www.igdb.com/games/grand-poo-world
138219,Grand Poo World II,https://www.igdb.com/games/grand-poo-world-ii
139139,The Legend of Zelda: A Link to the Past Randomizer,https://www.igdb.com/games/the-legend-of-zelda-a-link-to-the-past-randomizer
139353,Earthbound Halloween Hack,https://www.igdb.com/games/earthbound-halloween-hack
141607,Super Mario World Remix,https://www.igdb.com/games/super-mario-world-remix
141921,2 Player Co-op Quest!,https://www.igdb.com/games/2-player-co-op-quest
142129,Rayman,https://www.igdb.com/games/rayman--2
145428,Super Mario Logic,https://www.igdb.com/games/super-mario-logic
145478,Baby Kaizo World,https://www.igdb.com/games/baby-kaizo-world
145479,Panga's Kaizo Kindergarten (For Dummies),https://www.igdb.com/games/pangas-kaizo-kindergarten-for-dummies
145481,dlroW oiraM repuS,https://www.igdb.com/games/dlrow-oiram-repus
145765,Futebol Brasileiro '96,https://www.igdb.com/games/futebol-brasileiro-96
146073,Sylvester and Tweety,https://www.igdb.com/games/sylvester-and-tweety
148007,New Super Mario World 2: Around the World,https://www.igdb.com/games/new-super-mario-world-2-around-the-world
148455,Final Fantasy VI: Brave New World,https://www.igdb.com/games/final-fantasy-vi-brave-new-world
150029,Sonic the Hedgehog,https://www.igdb.com/games/sonic-the-hedgehog--8
150078,The Legend of Zelda: Third Quest,https://www.igdb.com/games/the-legend-of-zelda-third-quest
150079,The Legend of Zelda: Fourth Quest,https://www.igdb.com/games/the-legend-of-zelda-fourth-quest
150080,"BS The Legend of Zelda ""MottZilla Patch""",https://www.igdb.com/games/bs-the-legend-of-zelda-mottzilla-patch
150082,BS The Legend of Zelda: Ancient Stone Tablets - Master Quest,https://www.igdb.com/games/bs-the-legend-of-zelda-ancient-stone-tablets-master-quest
154776,Yoshi's Island: Kamek's Revenge,https://www.igdb.com/games/yoshis-island-kameks-revenge
158990,Taz-Mania,https://www.igdb.com/games/taz-mania--3
160276,Hack 3,https://www.igdb.com/games/hack-3
162427,Captain Toad Treasure Tracker,https://www.igdb.com/games/captain-toad-treasure-tracker--1
162624,Captain Toad Treasure Tracker for SNES II,https://www.igdb.com/games/captain-toad-treasure-tracker-for-snes-ii
162766,Donkey Kong Country 2: The Lost Levels,https://www.igdb.com/games/donkey-kong-country-2-the-lost-levels
162830,DKDC: Donkey Kong Distortion Country,https://www.igdb.com/games/dkdc-donkey-kong-distortion-country
162831,DKC Mania,https://www.igdb.com/games/dkc-mania
162832,Donkey Kong Country: Boss Blitz,https://www.igdb.com/games/donkey-kong-country-boss-blitz
162833,Donkey Kong Country 2: Brigand Barrage,https://www.igdb.com/games/donkey-kong-country-2-brigand-barrage
162834,Donkey Kong Country 3: Tag Team Trouble,https://www.igdb.com/games/donkey-kong-country-3-tag-team-trouble
162835,Donkey Kong Country: Competition Cartridge,https://www.igdb.com/games/donkey-kong-country-competition-cartridge
165069,Super Mario World Widescreen,https://www.igdb.com/games/super-mario-world-widescreen
171850,Arn's Winter Quest,https://www.igdb.com/games/arns-winter-quest
171890,Hack,https://www.igdb.com/games/hack--1
171891,Hack 2,https://www.igdb.com/games/hack-2
171892,Hack 4,https://www.igdb.com/games/hack-4
171893,Hack 5,https://www.igdb.com/games/hack-5
172414,Yoshi's Island: Pacifier Edition,https://www.igdb.com/games/yoshis-island-pacifier-edition
172448,X,https://www.igdb.com/games/x--1
172518,Super Turrican: Director's Cut,https://www.igdb.com/games/super-turrican-directors-cut
